datetime,moteid,temperature,humidity,light,voltage
2004-02-28 03:10:17.006142,1.0,18.4988,39.0422,43.24,2.68742
2004-02-28 03:10:46.132547,15.0,17.264,42.25,1.84,2.4644
2004-02-28 03:10:46.379942,18.0,17.8618,39.6878,2.76,2.49546
2004-02-28 03:11:16.396763,15.0,17.2444,42.317,1.84,2.4644
2004-02-28 03:12:16.409223,15.0,17.2444,42.317,1.84,2.4644
2004-02-28 03:12:16.981014,3.0,18.685,39.1443,48.76,2.68742
2004-02-28 03:12:46.789963,12.0,15.4804,47.0813,0.46,2.65143
2004-02-28 03:12:46.978815,27.0,18.4596,39.4842,79.12,2.68742
2004-02-28 03:14:46.980408,50.0,15.99,43.8515,75.44,2.65143
2004-02-28 03:15:46.667458,24.0,17.8128,39.7896,136.16,2.68742
2004-02-28 03:16:16.510021,17.0,17.803,39.8235,7.36,2.56
2004-02-28 03:16:17.076868,11.0,16.9798,44.2831,2.3,2.56
2004-02-28 03:17:46.596755,3.0,18.7242,38.8379,48.76,2.67532
2004-02-28 03:18:16.263085,7.0,18.7536,38.9401,97.52,2.67532
2004-02-28 03:18:16.913542,15.0,17.2248,42.317,1.38,2.4644
2004-02-28 03:18:46.911685,15.0,17.2444,42.2835,1.38,2.4644
2004-02-28 03:19:16.923793,40.0,17.9696,40.1622,172.96,2.67532
2004-02-28 03:19:46.459210,15.0,17.2346,42.25,1.38,2.4644
2004-02-28 03:20:16.147095,15.0,17.215,42.317,1.84,2.4644
2004-02-28 03:21:16.767786,35.0,18.5282,41.6461,165.6,2.61639
2004-02-28 03:21:46.934528,7.0,18.7242,38.8039,97.52,2.67532
2004-02-28 03:22:16.416415,52.0,16.8818,41.8476,53.36,2.63964
2004-02-28 03:22:16.634896,47.0,17.264,41.3771,655.04,2.65143
2004-02-28 03:25:16.249969,25.0,17.4208,40.7031,101.2,2.67532
2004-02-28 03:25:16.660243,22.0,17.6952,39.5521,75.44,2.65143
2004-02-28 03:26:17.107348,12.0,15.3334,47.1793,0.46,2.65143
2004-02-28 03:26:46.585286,10.0,18.0774,41.4108,53.36,2.67532
2004-02-28 03:26:46.921665,15.0,17.1464,42.4174,1.38,2.4644
2004-02-28 03:27:16.260265,40.0,17.8618,40.1961,172.96,2.68742
2004-02-28 03:27:46.183944,15.0,17.1366,42.384,1.38,2.4644
2004-02-28 03:28:17.226264,19.0,17.6756,40.0268,39.56,2.67532
2004-02-28 03:28:46.380197,51.0,16.9406,41.1751,136.16,2.66332
2004-02-28 03:28:46.697978,32.0,17.7442,40.9055,114.08,2.67532
2004-02-28 03:29:16.198037,41.0,17.656,40.2976,368.0,2.66332
2004-02-28 03:29:16.397850,19.0,17.656,40.0945,39.56,2.67532
2004-02-28 03:29:46.309883,32.0,17.7344,40.973,114.08,2.67532
2004-02-28 03:30:16.429209,15.0,17.0974,42.4509,1.38,2.45421
2004-02-28 03:30:47.232711,17.0,17.656,40.0607,7.36,2.54901
2004-02-28 03:31:16.688645,15.0,17.0876,42.4509,1.38,2.45421
2004-02-28 03:31:46.304308,45.0,17.3522,39.6878,165.6,2.66332
2004-02-28 03:33:16.224396,15.0,17.0974,42.4844,1.38,2.4644
2004-02-28 03:34:16.998350,37.0,18.6458,41.7133,209.76,2.68742
2004-02-28 03:35:16.249708,8.0,18.097,40.399,108.56,2.67532
2004-02-28 03:35:17.031905,12.0,15.2746,47.3426,0.46,2.65143
2004-02-28 03:35:46.205709,15.0,17.0974,42.4509,1.84,2.4644
2004-02-28 03:36:16.178677,11.0,16.8034,44.5151,2.3,2.54901
2004-02-28 03:37:46.969096,15.0,17.0778,42.4509,1.84,2.4644
2004-02-28 03:40:16.454154,15.0,17.0484,42.5178,1.84,2.45421
2004-02-28 03:40:46.559693,26.0,17.3326,42.7185,114.08,2.67532
2004-02-28 03:40:46.819280,10.0,18.146,41.0404,53.36,2.66332
2004-02-28 03:40:47.040062,43.0,18.0578,38.6675,426.88,2.65143
2004-02-28 03:41:16.513334,8.0,18.0676,40.1622,108.56,2.68742
2004-02-28 03:42:46.226182,9.0,18.1656,40.8381,104.88,2.74963
2004-02-28 03:42:46.610951,13.0,16.8328,44.084,1.38,2.65143
2004-02-28 03:42:46.992560,30.0,17.166,42.7853,108.56,2.67532
2004-02-28 03:43:47.101673,26.0,17.3032,42.6516,114.08,2.67532
2004-02-28 03:44:46.380912,46.0,17.4012,40.0607,114.08,2.48502
2004-02-28 03:44:46.571978,21.0,17.9108,39.0082,97.52,2.68742
2004-02-28 03:46:46.991501,12.0,15.1178,47.5057,0.46,2.65143
2004-02-28 03:47:16.478657,15.0,16.97,42.5847,1.84,2.4644
2004-02-28 03:48:47.023818,41.0,17.5776,40.3652,368.0,2.65143
2004-02-28 03:52:16.219467,10.0,18.0284,41.4444,53.36,2.67532
2004-02-28 03:52:17.016419,8.0,18.0088,40.399,108.56,2.68742
2004-02-28 03:53:16.261136,39.0,18.146,40.4328,158.24,2.68742
2004-02-28 03:54:16.649727,27.0,18.195,39.5521,79.12,2.68742
2004-02-28 03:55:46.743440,27.0,18.1852,39.62,79.12,2.68742
2004-02-28 03:56:46.361223,6.0,18.5772,39.1443,114.08,2.63964
2004-02-28 03:57:46.478167,2.0,18.7046,39.7557,121.44,2.66332
2004-02-28 03:57:46.736890,53.0,14.9904,47.5383,7.36,2.65143
2004-02-28 03:58:16.249199,15.0,16.872,42.685,1.84,2.45421
2004-02-28 03:59:16.752900,15.0,16.8622,42.685,1.84,2.45421
2004-02-28 03:59:46.585785,8.0,17.9892,40.1961,108.56,2.67532
2004-02-28 04:00:16.882006,43.0,17.9206,38.8039,426.88,2.65143
2004-02-28 04:00:46.903042,52.0,16.5192,42.384,53.36,2.62796
2004-02-28 04:02:16.548546,15.0,16.8328,42.7185,1.84,2.45421
2004-02-28 04:02:16.769501,16.0,15.4216,46.3937,1.38,2.61639
2004-02-28 04:02:46.191403,38.0,17.7344,39.6539,180.32,2.60491
2004-02-28 04:03:18.161585,25.0,17.1954,40.8381,101.2,2.66332
2004-02-28 04:03:18.393004,36.0,17.7148,43.1191,79.12,2.66332
2004-02-28 04:03:46.741690,45.0,17.166,39.8235,165.6,2.67532
2004-02-28 04:04:16.958060,13.0,16.6956,44.2499,1.38,2.63964
2004-02-28 04:04:47.124641,46.0,17.2052,40.2638,108.56,2.48502
2004-02-28 04:05:16.552322,24.0,17.4796,39.8913,136.16,2.68742
2004-02-28 04:06:16.265622,15.0,16.823,42.685,1.38,2.45421
2004-02-28 04:07:16.772880,15.0,16.8132,42.7185,1.38,2.45421
2004-02-28 04:07:46.818620,41.0,17.4698,40.3652,368.0,2.66332
2004-02-28 04:08:16.585506,14.0,16.284,43.4857,0.46,2.68742
2004-02-28 04:09:46.940327,26.0,17.1464,42.7853,114.08,2.65143
2004-02-28 04:13:17.053793,40.0,17.6266,40.3652,165.6,2.67532
2004-02-28 04:14:46.241681,27.0,18.0676,39.8235,79.12,2.67532
2004-02-28 04:15:16.572726,16.0,15.3432,46.3937,1.38,2.60491
2004-02-28 04:17:46.549905,42.0,16.8034,41.7133,441.6,2.65143
2004-02-28 04:17:47.003672,18.0,17.4012,40.0607,2.76,2.49546
2004-02-28 04:17:47.052670,9.0,17.9794,41.1078,101.2,2.74963
2004-02-28 04:19:16.359770,9.0,17.9696,41.0404,101.2,2.74963
2004-02-28 04:20:47.189663,8.0,17.852,40.2299,108.56,2.67532
2004-02-28 04:21:16.699272,51.0,16.4114,41.7469,136.16,2.66332
2004-02-28 04:21:17.157767,40.0,17.6364,40.3652,165.6,2.68742
2004-02-28 04:22:16.995043,15.0,16.6564,42.9189,1.84,2.44412
2004-02-28 04:23:16.911121,15.0,16.6564,42.8855,1.84,2.45421
2004-02-28 04:24:17.113547,40.0,17.6168,40.2976,165.6,2.67532
2004-02-28 04:24:46.683162,22.0,17.264,39.8913,75.44,2.65143
2004-02-28 04:25:16.206736,9.0,17.9206,40.9392,101.2,2.76242
2004-02-28 04:25:16.612686,32.0,17.4012,41.0067,108.56,2.67532
2004-02-28 04:25:16.776177,7.0,18.3616,38.9401,97.52,2.67532
2004-02-28 04:25:16.808198,42.0,16.8426,41.5789,441.6,2.66332
2004-02-28 04:27:16.204247,11.0,16.3722,44.9121,2.3,2.54901
2004-02-28 04:27:16.880910,54.0,14.4024,48.5464,0.46,2.65143
2004-02-28 04:27:46.698413,22.0,17.2444,39.8574,75.44,2.65143
2004-02-28 04:28:46.685947,11.0,16.3428,44.9121,2.3,2.54901
2004-02-28 04:29:17.003700,8.0,17.803,40.2976,108.56,2.67532
2004-02-28 04:29:46.377237,51.0,16.3722,41.7805,136.16,2.66332
2004-02-28 04:30:16.810078,43.0,17.7246,38.872,426.88,2.65143
2004-02-28 04:32:16.708898,12.0,14.814,48.1243,0.46,2.63964
2004-02-28 04:32:16.965092,52.0,16.1762,42.8187,53.36,2.62796
2004-02-28 04:32:17.018349,25.0,16.9798,40.973,97.52,2.67532
2004-02-28 04:33:46.714478,10.0,17.8912,41.1414,53.36,2.67532
2004-02-28 04:33:46.818676,21.0,17.5384,39.2463,97.52,2.67532
2004-02-28 04:33:46.895032,8.0,17.7736,40.4666,108.56,2.67532
2004-02-28 04:33:47.199983,54.0,14.3828,48.5788,0.46,2.62796
2004-02-28 04:34:17.003854,44.0,16.3918,42.317,93.84,2.65143
2004-02-28 04:34:46.628516,50.0,15.3432,44.5813,75.44,2.65143
2004-02-28 04:36:16.815383,14.0,15.9802,43.8183,0.46,2.68742
2004-02-28 04:36:16.872598,52.0,16.186,42.7853,53.36,2.63964
2004-02-28 04:36:47.371240,17.0,17.1268,40.568,7.36,2.54901
2004-02-28 04:37:46.382925,33.0,17.8716,39.6878,101.2,2.68742
2004-02-28 04:37:46.942035,54.0,14.373,48.5788,0.46,2.63964
2004-02-28 04:38:16.161339,54.0,14.3632,48.5788,0.46,2.63964
2004-02-28 04:38:46.858472,15.0,16.5192,42.9856,1.84,2.45421
2004-02-28 04:44:16.654522,50.0,15.304,44.5813,75.44,2.65143
2004-02-28 04:45:47.247517,38.0,17.4404,39.7896,180.32,2.60491
2004-02-28 04:47:16.316696,32.0,17.264,41.0404,108.56,2.67532
2004-02-28 04:48:16.769685,9.0,17.7834,41.2088,101.2,2.74963
2004-02-28 04:48:46.554096,21.0,17.4012,39.4162,97.52,2.67532
2004-02-28 04:49:46.437840,30.0,16.7642,42.9856,104.88,2.67532
2004-02-28 04:49:46.782735,31.0,17.313,41.7469,143.52,2.68742
2004-02-28 04:50:46.484460,12.0,14.6376,48.3192,0.46,2.63964
2004-02-28 04:51:16.999470,12.0,14.6376,48.3192,0.46,2.63964
2004-02-28 04:51:17.162745,49.0,16.0978,41.8476,114.08,2.63964
2004-02-28 04:51:46.316669,34.0,17.1856,41.8476,60.72,2.65143
2004-02-28 04:51:46.867747,12.0,14.6278,48.3517,0.46,2.63964
2004-02-28 04:52:16.988680,8.0,17.656,40.4328,108.56,2.68742
2004-02-28 04:52:17.215389,46.0,16.872,40.5004,108.56,2.47467
2004-02-28 04:52:46.521558,12.0,14.618,48.3841,0.46,2.65143
2004-02-28 04:54:16.399211,15.0,16.382,43.1191,1.38,2.44412
2004-02-28 04:55:46.503307,48.0,16.529,41.4444,108.56,2.67532
2004-02-28 04:56:17.120256,1.0,17.9402,39.1103,43.24,2.67532
2004-02-28 04:56:46.421225,8.0,17.6364,40.3652,108.56,2.67532
2004-02-28 04:57:16.497937,12.0,14.6278,48.3192,0.46,2.63964
2004-02-28 04:58:16.909995,8.0,17.6364,40.2976,108.56,2.67532
2004-02-28 04:59:17.136014,17.0,16.8524,40.9055,7.36,2.54901
2004-02-28 04:59:17.366993,24.0,17.0778,40.1961,136.16,2.68742
2004-02-28 05:00:46.951536,8.0,17.6266,40.2299,108.56,2.67532
2004-02-28 05:01:16.519896,12.0,14.5788,48.2867,0.46,2.63964
2004-02-28 05:01:47.055476,14.0,15.7156,44.1172,0.46,2.67532
2004-02-28 05:02:46.848216,13.0,16.2252,44.5813,1.38,2.63964
2004-02-28 05:03:17.190788,42.0,16.5878,41.8476,441.6,2.65143
2004-02-28 05:04:16.968613,13.0,16.2056,44.6806,1.38,2.63964
2004-02-28 05:04:46.526146,12.0,14.5592,48.3517,0.46,2.63964
2004-02-28 05:04:46.616511,8.0,17.5874,40.0945,108.56,2.67532
2004-02-28 05:04:46.653945,18.0,16.9994,40.3652,2.76,2.48502
2004-02-28 05:04:47.134446,9.0,17.7246,40.9055,101.2,2.74963
2004-02-28 05:06:16.959373,6.0,18.1754,39.0422,108.56,2.62796
2004-02-28 05:06:17.191126,50.0,15.1178,44.7137,75.44,2.63964
2004-02-28 05:06:17.236218,27.0,17.754,39.8235,79.12,2.67532
2004-02-28 05:06:46.303044,13.0,16.186,44.846,1.38,2.62796
2004-02-28 05:06:46.753682,26.0,16.7544,42.9189,114.08,2.66332
2004-02-28 05:07:16.304300,13.0,16.2056,44.846,1.38,2.63964
2004-02-28 05:07:46.685234,15.0,16.3134,43.1191,1.84,2.4341
2004-02-28 05:08:17.061224,13.0,16.186,44.7798,1.38,2.63964
2004-02-28 05:08:46.445347,12.0,14.5984,48.2218,0.46,2.63964
2004-02-28 05:09:16.403092,46.0,16.7544,40.6693,108.56,2.47467
2004-02-28 05:09:17.012065,13.0,16.2056,44.9121,1.38,2.63964
2004-02-28 05:09:46.919553,12.0,14.5984,48.2867,0.46,2.63964
2004-02-28 05:10:46.575919,12.0,14.618,48.2867,0.46,2.63964
2004-02-28 05:10:46.575919,12.0,14.618,48.2867,0.46,2.63964
2004-02-28 05:11:17.406836,25.0,16.7544,41.0067,101.2,2.67532
2004-02-28 05:11:46.357244,32.0,17.1268,41.1751,108.56,2.67532
2004-02-28 05:11:46.542829,12.0,14.6278,48.2543,0.46,2.65143
2004-02-28 05:11:46.542829,12.0,14.6278,48.2543,0.46,2.65143
2004-02-28 05:11:46.924624,19.0,16.9308,40.5342,39.56,2.65143
2004-02-28 05:12:16.889503,12.0,14.6278,48.2543,0.46,2.63964
